,0,1,2,3,4,5,6,7,8,9
7533,Tea,,,,,,,,,
7534,Bread,,,,,,,,,
7535,Tea,Hot chocolate,Cake,,,,,,,
7536,Tea,Coffee,Pastry,Toast,,,,,,
7537,Coffee,Cake,,,,,,,,
7538,Afternoon with the baker,,,,,,,,,
7539,Bread,,,,,,,,,
7540,Coffee,,,,,,,,,
7541,Coffee,Toast,,,,,,,,
7542,Cookies,Bread,Pastry,,,,,,,
7543,Coke,,,,,,,,,
7544,Coffee,,,,,,,,,
7545,Tea,Coffee,,,,,,,,
7546,Pastry,Bread,,,,,,,,
7547,Coffee,,,,,,,,,
7548,Coffee,,,,,,,,,
7549,Pastry,Bread,,,,,,,,
7550,Baguette,,,,,,,,,
7551,Bread,,,,,,,,,
7552,Coffee,,,,,,,,,
7553,Tea,Coffee,,,,,,,,
7554,Coffee,NONE,Granola,,,,,,,
7555,Coffee,,,,,,,,,
7556,Bread,,,,,,,,,
7557,Bread,Sandwich,,,,,,,,
7558,Coffee,,,,,,,,,
7559,Coffee,,,,,,,,,
7560,Bread,Toast,,,,,,,,
7561,Pastry,Hot chocolate,Coffee,Cookies,,,,,,
7562,Cookies,Coffee,Bread,,,,,,,
7563,Baguette,,,,,,,,,
7564,Tea,Bread,,,,,,,,
7565,Coffee,,,,,,,,,
7566,Coffee,,,,,,,,,
7567,Bread,,,,,,,,,
7568,Pastry,Coffee,Bread,,,,,,,
7569,Bread,,,,,,,,,
7570,Pastry,Spanish Brunch,Coffee,Bread,NONE,,,,,
7571,Coffee,Soup,,,,,,,,
7572,Bread,Spanish Brunch,Jam,Salad,,,,,,
7573,Tea,Soup,,,,,,,,
7574,Coffee,Sandwich,Soup,,,,,,,
7575,Hot chocolate,Coffee,Sandwich,Cake,,,,,,
7576,Tiffin,Coffee,Salad,,,,,,,
7577,Hot chocolate,Coffee,Sandwich,Cake,,,,,,
7578,Coffee,Spanish Brunch,Soup,,,,,,,
7579,Cookies,,,,,,,,,
7580,Farm House,,,,,,,,,
7581,Spanish Brunch,Farm House,Soup,Coffee,Salad,Toast,,,,
7582,Fudge,,,,,,,,,
7583,Tea,Chicken Stew,,,,,,,,
7584,Farm House,,,,,,,,,
7585,Tiffin,Cake,Coffee,,,,,,,
7586,Tea,Spanish Brunch,,,,,,,,
7587,Bread,,,,,,,,,
7588,Coffee,,,,,,,,,
7589,Pastry,Soup,Tiffin,Truffles,Bread,,,,,
7590,Bread,,,,,,,,,
7591,Pastry,Bread,,,,,,,,
7592,Coffee,Cake,,,,,,,,
7593,Tea,Cake,,,,,,,,
7594,Tea,Cake,,,,,,,,
7595,Hot chocolate,Coffee,Bread,,,,,,,
7596,Bread,,,,,,,,,
7597,Bread,,,,,,,,,
7598,Bread,,,,,,,,,
7599,Pastry,Bread,,,,,,,,
7600,Pastry,Coffee,,,,,,,,
7601,Medialuna,Bread,,,,,,,,
7602,Bread,NONE,Toast,,,,,,,
7603,Bread,,,,,,,,,
7604,Coffee,Cake,,,,,,,,
7605,Tea,Bread,Coffee,Pastry,,,,,,
7606,Bread,,,,,,,,,
7607,Pastry,,,,,,,,,
7608,Bread,,,,,,,,,
7609,Baguette,,,,,,,,,
7610,Pastry,Coffee,,,,,,,,
7611,Bread,,,,,,,,,
7612,Coffee,NONE,,,,,,,,
7613,Coffee,Chicken Stew,Salad,,,,,,,
7614,Bread,,,,,,,,,
7615,Soup,,,,,,,,,
7616,Coffee,Sandwich,Bread,Truffles,,,,,,
7617,Farm House,Mineral water,Soup,,,,,,,
7618,Bread,,,,,,,,,
7619,Tea,Coffee,Soup,,,,,,,
7620,Chicken Stew,,,,,,,,,
7621,Coffee,,,,,,,,,
7622,Cake,Jammie Dodgers,,,,,,,,
7623,Bread,,,,,,,,,
7624,Coffee,Cake,Scone,Tea,Sandwich,,,,,
7625,Baguette,,,,,,,,,
7626,Tea,Juice,Scone,Cake,,,,,,
7627,Pastry,Bread,,,,,,,,
7628,Tiffin,Coffee,Cake,Truffles,,,,,,
7629,Coffee,Jammie Dodgers,,,,,,,,
7630,Coffee,Toast,,,,,,,,
7631,Bread,,,,,,,,,
7632,Pastry,Coffee,,,,,,,,
7633,Coffee,,,,,,,,,
7634,Coffee,Bread,Toast,,,,,,,
7635,Baguette,,,,,,,,,
7636,Coffee,NONE,Toast,,,,,,,
7637,Tea,Coffee,Cake,Bread,,,,,,
7638,Bread,Hot chocolate,,,,,,,,
7639,Coffee,Baguette,,,,,,,,
7640,Tiffin,Cake,,,,,,,,
7641,Coffee,,,,,,,,,
7642,Coffee,,,,,,,,,
7643,Juice,Cake,,,,,,,,
7644,Bread,,,,,,,,,
7645,Tiffin,Coffee,,,,,,,,
7646,Tea,Sandwich,,,,,,,,
7647,Tea,Sandwich,,,,,,,,
7648,Coffee,Chicken Stew,,,,,,,,
7649,Cookies,Sandwich,,,,,,,,
7650,Juice,Coffee,NONE,Salad,,,,,,
7651,Tea,Bread,Sandwich,Salad,,,,,,
7652,Pastry,Bread,Truffles,,,,,,,
7653,Bread,Scandinavian,,,,,,,,
7654,Coffee,Chicken Stew,,,,,,,,
7655,Soup,,,,,,,,,
7656,Coffee,Sandwich,,,,,,,,
7657,Cookies,Soup,,,,,,,,
7658,Christmas common,,,,,,,,,
7659,Coffee,,,,,,,,,
7660,Coffee,Sandwich,Medialuna,Soup,,,,,,
7661,Pastry,Coffee,Cake,Hot chocolate,,,,,,
7662,Coffee,,,,,,,,,
7663,Pastry,,,,,,,,,
7664,Pastry,Bread,Coffee,Chicken Stew,,,,,,
7665,Coffee,,,,,,,,,
7666,Tea,Cake,,,,,,,,
7667,Coffee,Cake,Spanish Brunch,Truffles,,,,,,
7668,Cake,Spanish Brunch,Truffles,,,,,,,
7669,Tea,Bread,Scone,,,,,,,
7670,Tea,Coke,,,,,,,,
7671,Tea,Cake,,,,,,,,
7672,Coke,,,,,,,,,
7673,Bread,Cake,Coffee,,,,,,,
7674,Cookies,Coffee,Cake,Scone,Tea,,,,,
7675,Coffee,NONE,,,,,,,,
7676,Coffee,,,,,,,,,
7677,Coffee,,,,,,,,,
7678,Bread,,,,,,,,,
7679,Pastry,Coffee,Bread,,,,,,,
7680,Coffee,Spanish Brunch,Bread,,,,,,,
7681,Bread,Toast,,,,,,,,
7682,Bread,,,,,,,,,
7683,Baguette,,,,,,,,,
7684,Pastry,Coffee,,,,,,,,
7685,Tea,Hot chocolate,Cake,,,,,,,
7686,Coffee,Bread,,,,,,,,
7687,Pastry,Bread,,,,,,,,
7688,Coffee,,,,,,,,,
7689,Pastry,,,,,,,,,
7690,Bread,Coffee,Toast,,,,,,,
7691,Coffee,,,,,,,,,
7692,Bread,,,,,,,,,
7693,Coffee,,,,,,,,,
7694,Cookies,Bread,,,,,,,,
7695,Medialuna,Bread,,,,,,,,
7696,Tea,,,,,,,,,
7697,Coffee,Cake,Jam,Truffles,,,,,,
7698,Juice,Coffee,Cookies,Pastry,,,,,,
7699,Tiffin,Coffee,Bread,,,,,,,
7700,Cookies,Coffee,Cake,Juice,,,,,,
7701,Pastry,Coffee,Vegan Feast,,,,,,,
7702,Pastry,Coffee,,,,,,,,
7703,Coffee,Bread,,,,,,,,
7704,Bread,Coffee,,,,,,,,
7705,Bread,,,,,,,,,
7706,Coffee,Medialuna,,,,,,,,
7707,Coffee,,,,,,,,,
7708,Tea,Coffee,Tiffin,,,,,,,
7709,Bread,,,,,,,,,
7710,Brownie,,,,,,,,,
7711,Coffee,,,,,,,,,
7712,Tea,NONE,Sandwich,,,,,,,
7713,Tiffin,Coffee,,,,,,,,
7714,Bread,Scone,,,,,,,,
7715,Bread,Salad,Soup,,,,,,,
7716,Coke,Sandwich,,,,,,,,
7717,Coffee,Bread,Toast,,,,,,,
7718,Coffee,Cake,Sandwich,,,,,,,
7719,Truffles,Soup,,,,,,,,
7720,Cookies,Vegan mincepie,Tiffin,Bread,,,,,,
7721,Cookies,,,,,,,,,
7722,Soup,,,,,,,,,
7723,Coffee,Spanish Brunch,,,,,,,,
7724,Coffee,Scone,,,,,,,,
7725,Bread,Coffee,Sandwich,,,,,,,
7726,Coke,Spanish Brunch,Salad,,,,,,,
7727,Coffee,Tiffin,Tea,Bread,Chicken Stew,,,,,
7728,Tea,Bread,Cake,,,,,,,
7729,Spanish Brunch,Mineral water,Scone,Truffles,Bread,,,,,
7730,Coffee,,,,,,,,,
7731,Cake,Truffles,,,,,,,,
7732,Coffee,,,,,,,,,
7733,Coffee,Bread,,,,,,,,
7734,Cookies,Tiffin,,,,,,,,
7735,Tea,,,,,,,,,
7736,Medialuna,Coffee,,,,,,,,
7737,Coffee,Toast,,,,,,,,
7738,Farm House,Baguette,,,,,,,,
7739,Medialuna,,,,,,,,,
7740,Bread,Cake,,,,,,,,
7741,Bread,,,,,,,,,
7742,Tea,Coffee,,,,,,,,
7743,Coffee,The Nomad,Medialuna,,,,,,,
7744,Tea,NONE,Duck egg,,,,,,,
7745,Coffee,Scone,Bread,,,,,,,
7746,Tea,Coffee,Scandinavian,,,,,,,
7747,Bread,Scandinavian,,,,,,,,
7748,Coke,Coffee,Chocolates,,,,,,,
7749,Coffee,Bread,,,,,,,,
7750,Tea,Juice,,,,,,,,
7751,Pastry,Coffee,Scone,,,,,,,
7752,Coffee,,,,,,,,,
7753,Baguette,,,,,,,,,
7754,Tea,Spanish Brunch,Jam,Fudge,,,,,,
7755,Coffee,Spanish Brunch,Truffles,,,,,,,
7756,Scone,Cake,Scandinavian,,,,,,,
7757,Coffee,NONE,,,,,,,,
7758,Coffee,Sandwich,,,,,,,,
7759,Bread,Farm House,,,,,,,,
7760,Cookies,Bread,Toast,,,,,,,
7761,Bread,,,,,,,,,
7762,Cookies,Coffee,Farm House,,,,,,,
7763,Medialuna,Spanish Brunch,Coffee,Cake,Brownie,Bread,NONE,,,
7764,Pastry,Coffee,Sandwich,Soup,,,,,,
7765,Muffin,,,,,,,,,
7766,Tea,,,,,,,,,
7767,Tiffin,,,,,,,,,
7768,Bread,Coffee,,,,,,,,
7769,Bread,,,,,,,,,
7770,Cookies,Hot chocolate,Bread,,,,,,,
7771,Juice,Bread,Cake,Jammie Dodgers,,,,,,
7772,Bread,Scone,,,,,,,,
7773,Tea,Bread,Tiffin,Hot chocolate,,,,,,
7774,Coffee,Bread,,,,,,,,
7775,Coffee,,,,,,,,,
7776,Coffee,Cake,NONE,Sandwich,Granola,,,,,
7777,Scone,,,,,,,,,
7778,Pastry,Sandwich,,,,,,,,
7779,Coffee,Sandwich,,,,,,,,
7780,Pastry,Bread,Cake,,,,,,,
7781,Pastry,,,,,,,,,
7782,Coffee,Brownie,Drinking chocolate spoons ,Bread,Sandwich,,,,,
7783,Coffee,Sandwich,,,,,,,,
7784,Bread,Jammie Dodgers,,,,,,,,
7785,Tea,Cake,,,,,,,,
7786,Coffee,,,,,,,,,
7787,Tea,Juice,Muffin,Salad,,,,,,
7788,Tea,Spanish Brunch,,,,,,,,
7789,Medialuna,Spanish Brunch,Cake,Chicken Stew,Sandwich,Toast,,,,
7790,Bread,,,,,,,,,
7791,Bread,Soup,,,,,,,,
7792,Juice,Bread,Coffee,Scone,,,,,,
7793,Coffee,NONE,Scone,Toast,,,,,,
7794,Bread,,,,,,,,,
7795,Bread,Cake,,,,,,,,
7796,Coke,Brownie,,,,,,,,
7797,Coffee,Sandwich,,,,,,,,
7798,Bread,Cake,Jammie Dodgers,,,,,,,
7799,Coffee,Scone,Bread,,,,,,,
7800,Coffee,Scone,Cake,,,,,,,
7801,Coffee,NONE,Sandwich,,,,,,,
7802,Vegan Feast,Argentina Night,,,,,,,,
7803,Coffee,Cake,,,,,,,,
7804,Tea,Cake,,,,,,,,
7805,Tea,Cake,Scone,,,,,,,
7806,Bread,,,,,,,,,
7807,Bread,,,,,,,,,
7808,Coffee,,,,,,,,,
7809,Coffee,Cake,,,,,,,,
7810,Coffee,,,,,,,,,
7811,Coffee,,,,,,,,,
7812,Juice,Bread,Cookies,Muffin,,,,,,
7813,Coffee,The Nomad,Tea,NONE,Duck egg,,,,,
7814,Coffee,Muffin,,,,,,,,
7815,Hot chocolate,Coffee,Scone,Cake,,,,,,
7816,Pastry,Coffee,,,,,,,,
7817,Pastry,Coffee,,,,,,,,
7818,Bread,Scone,,,,,,,,
7819,Bread,,,,,,,,,
7820,Coffee,Sandwich,Brownie,,,,,,,
7821,Coffee,Cake,,,,,,,,
7822,Coffee,Scone,Spanish Brunch,,,,,,,
7823,Coffee,,,,,,,,,
7824,Bread,Coffee,,,,,,,,
7825,Coffee,Spanish Brunch,,,,,,,,
7826,Coffee,Spanish Brunch,,,,,,,,
7827,Bread,,,,,,,,,
7828,Vegan Feast,Cake,Muffin,,,,,,,
7829,Bread,Brownie,,,,,,,,
7830,Coffee,,,,,,,,,
7831,Bread,Coffee,,,,,,,,
7832,Coffee,Cake,Vegan mincepie,Hot chocolate,Bread,,,,,
7833,Tea,Jammie Dodgers,Muffin,,,,,,,
7834,Bread,,,,,,,,,
7835,Tea,,,,,,,,,
7836,Pastry,Coffee,Scone,Tea,,,,,,
7837,Pastry,Coffee,,,,,,,,
7838,Baguette,,,,,,,,,
7839,Cookies,Coffee,,,,,,,,
7840,Coffee,,,,,,,,,
7841,Coffee,,,,,,,,,
7842,Bread,,,,,,,,,
7843,Juice,Coffee,NONE,Truffles,,,,,,
7844,Coffee,,,,,,,,,
7845,Coffee,,,,,,,,,
7846,NONE,Spanish Brunch,Smoothies,,,,,,,
7847,Juice,Muffin,Coffee,NONE,Toast,,,,,
7848,Bread,,,,,,,,,
7849,Coffee,The Nomad,,,,,,,,
7850,Hot chocolate,NONE,,,,,,,,
7851,Bread,Spanish Brunch,,,,,,,,
7852,Tea,NONE,Spanish Brunch,,,,,,,
7853,Cookies,Smoothies,Medialuna,Coffee,Scone,,,,,
7854,Juice,Tiffin,Half slice Monster ,Coffee,,,,,,
7855,Baguette,,,,,,,,,
7856,Coke,Spanish Brunch,Coffee,Tea,Sandwich,,,,,
7857,Bread,,,,,,,,,
7858,Cookies,Hot chocolate,Coffee,,,,,,,
7859,Coffee,Cake,Soup,,,,,,,
7860,Bread,,,,,,,,,
7861,Coffee,,,,,,,,,
7862,Bread,Coffee,Mineral water,Drinking chocolate spoons ,,,,,,
7863,Hot chocolate,,,,,,,,,
7864,Tea,Cake,,,,,,,,
7865,Tea,Coffee,Cake,Jammie Dodgers,,,,,,
7866,Medialuna,,,,,,,,,
7867,Scone,,,,,,,,,
7868,Hot chocolate,Cake,,,,,,,,
7869,Muffin,Medialuna,Spanish Brunch,Coffee,Chicken Stew,,,,,
7870,Farm House,,,,,,,,,
7871,Coffee,Cake,,,,,,,,
7872,Cookies,Soup,Coffee,Cake,Tea,Sandwich,,,,
7873,Cookies,Coffee,,,,,,,,
7874,Bread,Cake,,,,,,,,
7875,Coffee,Spanish Brunch,Sandwich,,,,,,,
7876,Cookies,Coffee,,,,,,,,
7877,Bread,Sandwich,Hot chocolate,Chocolates,,,,,,
7878,Pastry,Coffee,,,,,,,,
7879,Coffee,Jammie Dodgers,,,,,,,,
7880,Coffee,,,,,,,,,
7881,Cake,,,,,,,,,
7882,Pastry,Bread,Jam,,,,,,,
7883,Bread,,,,,,,,,
7884,Tea,,,,,,,,,
7885,Tea,Coffee,Spanish Brunch,,,,,,,
7886,Afternoon with the baker,,,,,,,,,
7887,Bread,,,,,,,,,
7888,Cookies,Coffee,,,,,,,,
7889,Tea,Coffee,Cake,Cookies,,,,,,
7890,Coffee,,,,,,,,,
7891,Coffee,,,,,,,,,
7892,Coffee,Muffin,,,,,,,,
7893,Bread,,,,,,,,,
7894,Tea,,,,,,,,,
7895,Pastry,Coffee,,,,,,,,
7896,Tea,Coffee,Sandwich,,,,,,,
7897,Bread,,,,,,,,,
7898,Tea,Cake,,,,,,,,
7899,Coffee,,,,,,,,,
7900,Baguette,,,,,,,,,
7901,Scone,Baguette,,,,,,,,
7902,Coffee,,,,,,,,,
7903,Pastry,Coffee,,,,,,,,
7904,Pastry,Coffee,,,,,,,,
7905,Pastry,,,,,,,,,
7906,Bread,,,,,,,,,
7907,Pastry,Coffee,,,,,,,,
7908,Tea,Bread,NONE,,,,,,,
7909,Coffee,Baguette,,,,,,,,
7910,Bread,,,,,,,,,
7911,Cookies,Soup,Truffles,Salad,Tea,Bread,,,,
7912,NONE,Soup,,,,,,,,
7913,Coffee,Afternoon with the baker,Soup,,,,,,,
7914,Coffee,Afternoon with the baker,Spanish Brunch,,,,,,,
7915,Sandwich,,,,,,,,,
7916,Coffee,,,,,,,,,
7917,Coffee,Sandwich,,,,,,,,
7918,Coffee,Sandwich,,,,,,,,
7919,Coffee,Sandwich,,,,,,,,
7920,Tea,Salad,,,,,,,,
7921,Juice,NONE,,,,,,,,
7922,Sandwich,,,,,,,,,
7923,Tea,Coffee,Hot chocolate,,,,,,,
7924,Coffee,Soup,,,,,,,,
7925,Tea,Cake,,,,,,,,
7926,Bread,Cake,,,,,,,,
7927,Coffee,Cake,Jammie Dodgers,,,,,,,
7928,Coffee,Salad,,,,,,,,
7929,Baguette,,,,,,,,,
7930,Pastry,Coffee,Jammie Dodgers,,,,,,,
7931,Cookies,Coffee,,,,,,,,
7932,Pastry,Coffee,Farm House,,,,,,,
7933,Bread,,,,,,,,,
7934,Coffee,,,,,,,,,
7935,Coffee,Baguette,,,,,,,,
7936,Tea,Coffee,Toast,,,,,,,
7937,Pastry,,,,,,,,,
7938,Bread,,,,,,,,,
7939,Pastry,Coffee,,,,,,,,
7940,Bread,Salad,,,,,,,,
7941,Pastry,Bread,,,,,,,,
7942,Coffee,,,,,,,,,
7943,Bread,Coffee,NONE,Toast,,,,,,
7944,Coffee,,,,,,,,,
7945,Coffee,,,,,,,,,
7946,Bread,Gift voucher,,,,,,,,
7947,Pastry,Bread,,,,,,,,
7948,Sandwich,,,,,,,,,
7949,Mineral water,,,,,,,,,
7950,Pastry,Coffee,,,,,,,,
7951,Chicken Stew,Truffles,,,,,,,,
7952,Pastry,,,,,,,,,
7953,Coffee,Sandwich,Jammie Dodgers,,,,,,,
7954,Cookies,Bread,,,,,,,,
7955,Tea,Coffee,Medialuna,,,,,,,
7956,Chicken Stew,,,,,,,,,
7957,Coffee,,,,,,,,,
7958,Tea,Juice,Sandwich,Chicken Stew,,,,,,
7959,Tea,,,,,,,,,
7960,Bread,Cake,Sandwich,,,,,,,
7961,Coffee,Muffin,,,,,,,,
7962,Juice,Coffee,Bakewell,,,,,,,
7963,Cookies,Cake,Juice,,,,,,,
7964,Chicken Stew,Soup,,,,,,,,
7965,Coffee,Bakewell,,,,,,,,
7966,Juice,Coffee,NONE,,,,,,,
7967,Coffee,Bread,,,,,,,,
7968,Tea,Bread,,,,,,,,
7969,Tea,Bakewell,,,,,,,,
7970,Coffee,Cake,,,,,,,,
7971,Coffee,Bakewell,,,,,,,,
7972,Juice,Coffee,Cake,Cookies,,,,,,
7973,Hot chocolate,Coffee,Sandwich,Cake,,,,,,
7974,Medialuna,,,,,,,,,
7975,Bread,,,,,,,,,
7976,Cookies,Vegan Feast,Cake,Jammie Dodgers,,,,,,
7977,Bread,,,,,,,,,
7978,Coffee,,,,,,,,,
7979,Coffee,,,,,,,,,
7980,Bread,Baguette,,,,,,,,
7981,Pastry,Bread,Coffee,,,,,,,
7982,Pastry,Coffee,,,,,,,,
7983,Bread,,,,,,,,,
7984,Bread,,,,,,,,,
7985,Pastry,Cake,,,,,,,,
7986,Toast,,,,,,,,,
7987,Hot chocolate,,,,,,,,,
7988,Coffee,,,,,,,,,
7989,Coffee,Sandwich,,,,,,,,
7990,Cookies,Coffee,,,,,,,,
7991,Coffee,Cake,,,,,,,,
7992,Bread,,,,,,,,,
7993,Bread,,,,,,,,,
7994,Bread,Christmas common,Jam,,,,,,,
7995,Coffee,,,,,,,,,
7996,Coke,Salad,,,,,,,,
7997,Extra Salami or Feta,,,,,,,,,
7998,Cookies,,,,,,,,,
7999,Cake,,,,,,,,,
8000,Pastry,Truffles,,,,,,,,
8001,Cookies,Baguette,,,,,,,,
8002,Coffee,,,,,,,,,
8003,Brownie,,,,,,,,,
8004,Coffee,Toast,,,,,,,,
8005,Tea,Cookies,Pastry,,,,,,,
8006,Coke,,,,,,,,,
8007,Coffee,Brownie,,,,,,,,
8008,Coffee,Cake,,,,,,,,
8009,Cake,Sandwich,Truffles,,,,,,,
8010,Tea,Coffee,Cake,Bakewell,,,,,,
8011,Pastry,Hot chocolate,Cake,Coffee,,,,,,
8012,Brownie,,,,,,,,,
8013,Coffee,Scone,,,,,,,,
8014,Cake,Baguette,,,,,,,,
8015,Tea,Coffee,,,,,,,,
8016,Coffee,Cake,Bread,,,,,,,
8017,Bread,,,,,,,,,
8018,Bread,,,,,,,,,
8019,Coffee,Scone,,,,,,,,
8020,Bread,Coffee,,,,,,,,
8021,Juice,Coffee,Cake,,,,,,,
8022,Coffee,Brownie,,,,,,,,
8023,Cookies,Baguette,,,,,,,,
8024,Medialuna,Coffee,Mineral water,Bread,,,,,,
8025,Cookies,Coffee,,,,,,,,
8026,Coffee,Bread,,,,,,,,
8027,Coffee,Toast,,,,,,,,
8028,Pastry,Bread,,,,,,,,
8029,Pastry,Bread,Coffee,,,,,,,
8030,Coffee,Bread,Toast,,,,,,,
8031,Coffee,,,,,,,,,
8032,Farm House,,,,,,,,,
8033,Pastry,Bread,Coffee,,,,,,,
8034,Cookies,Coffee,Hot chocolate,,,,,,,
8035,Coffee,NONE,Granola,Toast,,,,,,
8036,Pastry,Bread,,,,,,,,
8037,Hot chocolate,Brownie,Bread,,,,,,,
8038,Juice,Bread,Crisps,,,,,,,
8039,Tea,Medialuna,Jammie Dodgers,,,,,,,
8040,Bread,Jammie Dodgers,,,,,,,,
8041,Extra Salami or Feta,Coffee,Cake,Cherry me Dried fruit,Hot chocolate,NONE,Toast,,,
8042,Bread,,,,,,,,,
8043,Farm House,,,,,,,,,
8044,Coffee,Medialuna,,,,,,,,
8045,Baguette,,,,,,,,,
8046,Scandinavian,,,,,,,,,
8047,Sandwich,,,,,,,,,
8048,Bread,,,,,,,,,
8049,Tea,Coffee,Toast,,,,,,,
8050,Bread,,,,,,,,,
8051,Bread,,,,,,,,,
8052,Tea,Coffee,Bread,,,,,,,
8053,Bread,Chicken Stew,,,,,,,,
8054,Soup,,,,,,,,,
8055,Juice,Mineral water,Soup,Salad,Tea,NONE,,,,
8056,Cake,Chicken Stew,Sandwich,Truffles,,,,,,
8057,Pastry,,,,,,,,,
8058,Coffee,Chicken Stew,,,,,,,,
8059,Bread,Eggs,,,,,,,,
8060,Coffee,NONE,Soup,,,,,,,
8061,Coffee,Scone,,,,,,,,
8062,Coke,,,,,,,,,
8063,Bread,Brownie,,,,,,,,
8064,Cookies,Coffee,Hot chocolate,,,,,,,
8065,Cookies,Coffee,,,,,,,,
8066,Bread,Cake,,,,,,,,
8067,Coffee,Cake,,,,,,,,
8068,Coffee,,,,,,,,,
8069,Tea,Bread,Bakewell,,,,,,,
8070,Coffee,Cake,Smoothies,Bread,,,,,,
8071,Hot chocolate,,,,,,,,,
8072,Tea,Scone,,,,,,,,
8073,Cookies,Baguette,,,,,,,,
8074,Coffee,Bakewell,,,,,,,,
8075,Mortimer,,,,,,,,,
8076,Bread,,,,,,,,,
8077,Bread,,,,,,,,,
8078,Pastry,Coffee,,,,,,,,
8079,Coffee,,,,,,,,,
8080,Pastry,Bread,,,,,,,,
8081,Bread,,,,,,,,,
8082,Coffee,NONE,,,,,,,,
8083,Baguette,,,,,,,,,
8084,Coffee,Bread,,,,,,,,
8085,Coffee,Toast,,,,,,,,
8086,Bread,Cake,,,,,,,,
8087,Coffee,,,,,,,,,
8088,Coffee,,,,,,,,,
8089,Juice,Coffee,Cake,Cookies,,,,,,
8090,Baguette,,,,,,,,,
8091,Tea,Cake,,,,,,,,
8092,Pastry,Coffee,,,,,,,,
8093,Tea,,,,,,,,,
8094,Tea,,,,,,,,,
8095,Pastry,Coffee,,,,,,,,
8096,Bread,,,,,,,,,
8097,Scandinavian,,,,,,,,,
8098,Tiffin,Cake,Coffee,,,,,,,
8099,Tea,Hot chocolate,Cake,Pastry,,,,,,
8100,Bread,Brownie,,,,,,,,
8101,Bread,,,,,,,,,
8102,Coffee,,,,,,,,,
8103,Coffee,Toast,,,,,,,,
8104,Tea,Toast,,,,,,,,
8105,Pastry,Coffee,Sandwich,,,,,,,
8106,Coffee,,,,,,,,,
8107,Bread,,,,,,,,,
8108,Coffee,,,,,,,,,
8109,Tiffin,,,,,,,,,
8110,Coffee,,,,,,,,,
8111,Cake,Brownie,,,,,,,,
8112,Half slice Monster ,,,,,,,,,
8113,Coffee,Mineral water,,,,,,,,
8114,Cookies,Bread,Coffee,Brownie,,,,,,
8115,Coffee,Sandwich,Soup,,,,,,,
8116,Coffee,Salad,Coffee granules ,Extra Salami or Feta,,,,,,
8117,Coffee,Salad,,,,,,,,
8118,Coffee,Cake,Salad,,,,,,,
8119,Cookies,Cake,,,,,,,,
8120,Cookies,Coffee,,,,,,,,
8121,Coffee,Scone,,,,,,,,
8122,Coffee,NONE,Salad,,,,,,,
8123,Coke,,,,,,,,,
8124,Coffee,Cake,,,,,,,,
8125,Tiffin,Hot chocolate,Coffee,,,,,,,
8126,Hot chocolate,Coffee,Scone,,,,,,,
8127,Bread,,,,,,,,,
8128,Hot chocolate,Coffee,,,,,,,,
8129,Tiffin,,,,,,,,,
8130,Coffee,Sandwich,,,,,,,,
8131,Pastry,Hot chocolate,Coffee,,,,,,,
8132,Coffee,Medialuna,,,,,,,,
8133,Pastry,Coffee,,,,,,,,
8134,Cookies,Coffee,Medialuna,,,,,,,
8135,Pastry,Bread,,,,,,,,
8136,Coffee,,,,,,,,,
8137,Bread,Baguette,,,,,,,,
8138,Coffee,NONE,Toast,,,,,,,
8139,Cake,Farm House,,,,,,,,
8140,Pastry,Bread,NONE,,,,,,,
8141,Coffee,,,,,,,,,
8142,Cookies,Coffee,,,,,,,,
8143,Bread,,,,,,,,,
8144,Pastry,Coffee,Medialuna,,,,,,,
8145,Cake,Scone,Scandinavian,,,,,,,
8146,Coffee,,,,,,,,,
8147,Coffee,,,,,,,,,
8148,Coffee,,,,,,,,,
8149,Afternoon with the baker,,,,,,,,,
8150,Coffee,NONE,Duck egg,,,,,,,
8151,Bread,,,,,,,,,
8152,Tea,NONE,,,,,,,,
8153,Coffee,Toast,,,,,,,,
8154,Bread,,,,,,,,,
8155,Coffee,Toast,,,,,,,,
8156,Bread,Truffles,,,,,,,,
8157,Juice,Coffee,Bread,Toast,,,,,,
8158,Coffee,,,,,,,,,
8159,Tea,NONE,,,,,,,,
8160,Tiffin,Coffee,Scone,Bread,,,,,,
8161,Coffee,Brownie,,,,,,,,
8162,Jam,,,,,,,,,
8163,Scone,Mineral water,,,,,,,,
8164,Mineral water,,,,,,,,,
8165,Bread,Coffee,Scone,Hot chocolate,,,,,,
8166,Bread,,,,,,,,,
8167,Coffee,Sandwich,Salad,,,,,,,
8168,Bread,,,,,,,,,
8169,Coffee,,,,,,,,,
8170,Tiffin,Coffee,Scone,,,,,,,
8171,Coffee,NONE,,,,,,,,
8172,Tea,Coffee,NONE,,,,,,,
8173,Brownie,Mineral water,Soup,,,,,,,
8174,NONE,Mineral water,,,,,,,,
8175,Cookies,Bread,Scone,Soup,,,,,,
8176,Coffee,Spanish Brunch,The Nomad,,,,,,,
8177,Bread,,,,,,,,,
8178,Tiffin,Coffee,Cake,NONE,Sandwich,,,,,
8179,Cookies,Coffee,,,,,,,,
8180,Tiffin,,,,,,,,,
8181,Juice,Bread,Sandwich,Salad,,,,,,
8182,Tea,Coffee,Cake,Sandwich,,,,,,
8183,Bread,,,,,,,,,
8184,Bread,Jam,,,,,,,,
